22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,29,31,34,36,39,41,44,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,56,59,61,64,66,69,71,74,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,80,81,82,83,85,86,88,89,92,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
